Sr. No.,State,Branch Name,Client id,Center Name,Loan Id,Loan Amount,Net Deduct,Interest Collection,Pre Pay Amount,Net Amount,Date,Transaction date
4614,Rajasthan,Beawar,2125033,Renpura dolatpura bS,3605835,100000,6594,20,9172,84214,08-07-2024,08-07-2024
4615,Rajasthan,Beawar,4555958,Rabariyas CP,3595662,50000,3797,0,0,46203,08-07-2024,08-07-2024
4616,Rajasthan,Behror,3134574,Daulat Nagar,3605765,85000,5785,23,32029,47163,08-07-2024,08-07-2024
4617,Rajasthan,Behror,4504395,RUPPURSARAIRk,3605908,60000,4316,0,0,55684,08-07-2024,08-07-2024
4618,Rajasthan,Behror,4598243,BASAI BHOPALSINGH 123,3605914,60000,4316,0,0,55684,08-07-2024,09-07-2024
4619,Odisha,Bhanjanagar,4598894,Belaguntha BhagabatPatna A,3606566,50000,3797,0,0,46203,08-07-2024,08-07-2024
4620,Rajasthan,Bharatpur,1952822,maharawar ss,3606252,85000,5785,230,11502,67483,08-07-2024,09-07-2024
4621,Rajasthan,Bharatpur,2280782,TALPHARA W,3603558,85000,5785,254,14263,64698,08-07-2024,08-07-2024
4622,Rajasthan,Bharatpur,2853724,peeli ddz,3606431,85000,5785,0,33414,45801,08-07-2024,08-07-2024
4623,Rajasthan,Bharatpur,2881008,peeli ddz,3606463,85000,5785,0,33414,45801,08-07-2024,09-07-2024
4624,Rajasthan,Bharatpur,2881034,peeli ddz,3606680,85000,5785,0,33414,45801,08-07-2024,08-07-2024
4625,Haryana,Bhattu Mandi,2769875,KhabrakalanCM,3606205,85000,5785,17,23368,55830,08-07-2024,09-07-2024
4626,Haryana,Bhattu Mandi,4514975,JORIA JORIA SS,3606666,60000,4316,0,0,55684,08-07-2024,09-07-2024
4627,Gujarat,Bhavnagar,1242566,Aanandnagar VA,3606328,85000,5785,1201,58129,19885,08-07-2024,08-07-2024
4628,Gujarat,Bhavnagar,1453157,INDIRANAGAR POOJABEN,3606247,85000,5785,30,42113,37072,08-07-2024,08-07-2024
4629,Gujarat,Bhavnagar,2348525,panchpipala JM,3604730,100000,6594,213,13569,79624,08-07-2024,08-07-2024
4630,Gujarat,Bhavnagar,4584773,Dhrupka AM,3600759,60000,4316,0,0,55684,08-07-2024,08-07-2024
4631,Rajasthan,Bhawanimandi,921251,yashwantpura555,3578525,85000,5785,656,38376,40183,08-07-2024,09-07-2024
4632,Rajasthan,Bhawanimandi,2603129,KHAIRANA RR,3604918,85000,5785,487,23583,55145,08-07-2024,08-07-2024
4633,Rajasthan,Bhawanimandi,4587382,Nai Colony Dhabla khichi,3604390,40000,3278,0,0,36722,08-07-2024,08-07-2024
4634,Rajasthan,Bhawanimandi,4587624,Nai Colony Dhabla khichi,3604392,40000,3278,0,0,36722,08-07-2024,08-07-2024
4635,Rajasthan,Bhilwara,2239426,karoi kk,3605573,85000,3394,186,10862,70558,08-07-2024,09-07-2024
4636,Rajasthan,Bhim,526359,kirana,3605783,85000,5785,1043,52296,25876,08-07-2024,08-07-2024
4637,Rajasthan,Bhim,1242833,Nadiya VIP,3605916,85000,5785,384,21575,57256,08-07-2024,09-07-2024
4638,Rajasthan,Bhim,1318456,padav bhim jkk,3606667,100000,6594,0,21416,71990,08-07-2024,09-07-2024
4639,Rajasthan,Bhim,1866121,shivpur abc is,3606298,85000,5785,57,2953,76205,08-07-2024,09-07-2024
4640,Rajasthan,Bhim,2008070,mal ka choda saku devi,3606323,100000,6594,9,6039,87358,08-07-2024,09-07-2024
4641,Rajasthan,Bhim,2024639,DHAPADA,3606369,85000,5785,1006,52296,25913,08-07-2024,08-07-2024
4642,Rajasthan,Bhim,2031239,mal ka choda saku devi,3606324,75000,5245,9,6039,63707,08-07-2024,09-07-2024
4643,Rajasthan,Bhinder,4590635,Dholiya R,3603440,40000,3278,0,0,36722,08-07-2024,08-07-2024
4644,Haryana,BHIWANI,3745225,Jui Near Tara Chand School,3603934,50000,3797,0,0,46203,08-07-2024,08-07-2024
4645,Haryana,BHIWANI,4594165,Jui Near Tara Chand School,3604421,50000,3797,0,0,46203,08-07-2024,08-07-2024
4646,Haryana,BHIWANI,4598837,Jui Near Tara Chand School,3606398,50000,3797,0,0,46203,08-07-2024,08-07-2024
4647,Rajasthan,Bijainagar,2224181,gariyo ki nadi sk,3605709,100000,6594,167,11185,82054,08-07-2024,08-07-2024
4648,Rajasthan,Bijainagar,3220212,Ratakot tr,3606511,85000,5785,22,30427,48766,08-07-2024,08-07-2024
4649,Rajasthan,Bijainagar,3276570,Jamola GV,3605784,85000,5785,748,36213,42254,08-07-2024,08-07-2024
4650,Rajasthan,Bijainagar,4580168,badla dg,3602883,50000,3797,0,0,46203,08-07-2024,08-07-2024
4651,Rajasthan,Bijainagar,4590258,Agoocha parasrampura,3605715,50000,3797,0,0,46203,08-07-2024,09-07-2024
4652,Rajasthan,Bijoliya,1040065,ranajikaguda22,3605789,85000,5785,28,38685,40502,08-07-2024,08-07-2024
4653,Rajasthan,Bijoliya,2211149,HARJIPURA CC,3606380,85000,5785,224,11245,67746,08-07-2024,09-07-2024
4654,Rajasthan,Bikaner,2079205,jail roed aa,3606932,85000,5785,0,55655,23560,08-07-2024,08-07-2024
4655,Rajasthan,Bikaner,4575338,ANTYODAY NAGAR BIKANER,3597338,60000,4316,0,0,55684,08-07-2024,08-07-2024
4656,Haryana,BILASPUR,2896423,balauli New C,3606445,85000,5785,577,28928,49710,08-07-2024,08-07-2024
4657,Haryana,BILASPUR,2901536,Sardaheri Kheda mandir,3606771,85000,5785,478,29153,49584,08-07-2024,08-07-2024
4658,Himachal Pradesh,Bilaspur_HP,2988444,Khurahal,3605594,65000,4707,381,28135,31777,08-07-2024,08-07-2024
4659,Himachal Pradesh,Bilaspur_HP,3196395,Mandi Manwa S,3606326,85000,5785,554,33776,44885,08-07-2024,08-07-2024
4660,Jharkhand,Bishrampur,4593585,kulhi school near,3604486,35000,3018,0,0,31982,08-07-2024,08-07-2024
4661,Jharkhand,Bishrampur,4593788,kulhi school near,3604487,40000,3278,0,0,36722,08-07-2024,08-07-2024
4662,Jharkhand,Bishrampur,4593929,kulhi school near,3604489,40000,3278,0,0,36722,08-07-2024,08-07-2024
4663,Jharkhand,Bishrampur,4594007,kulhi school near,3604492,40000,3278,0,0,36722,08-07-2024,08-07-2024
4664,Gujarat,Botad,2894418,Alampur vvv,3605412,85000,5785,454,28982,49779,08-07-2024,08-07-2024
4665,Gujarat,Botad,2894572,Alampur vvv,3605413,85000,5785,454,28982,49779,08-07-2024,08-07-2024
4666,Gujarat,Botad,3195219,Botad kangasiya para B,3606433,85000,5785,570,33343,45302,08-07-2024,09-07-2024
4667,Gujarat,Botad,4509951,Botad Savgunnagar AD,3603467,60000,2689,0,0,57311,08-07-2024,08-07-2024
4668,Gujarat,Botad,4543305,Botad Savgunnagar AD,3603468,60000,4316,0,0,55684,08-07-2024,08-07-2024
4669,Uttar Pradesh,Bulandshahr,4391842,chajjupur Ab,3606590,40000,3278,0,0,36722,08-07-2024,09-07-2024
4670,Uttar Pradesh,Bulandshahr,4453331,chajjupur Ab,3606592,50000,3797,0,0,46203,08-07-2024,08-07-2024
4671,Uttar Pradesh,Bulandshahr,4459730,chajjupur Ab,3606593,50000,3797,0,0,46203,08-07-2024,08-07-2024
4672,Odisha,Champua,4593533,CHIMILA,3605147,50000,3797,0,0,46203,08-07-2024,08-07-2024
4673,Odisha,Champua,4595841,KENDUA F,3605856,50000,3797,0,0,46203,08-07-2024,08-07-2024
4674,Odisha,Champua,4595924,KENDUA F,3605857,50000,3797,0,0,46203,08-07-2024,08-07-2024
4675,Odisha,Champua,4596203,KENDUA F,3605858,50000,3797,0,0,46203,08-07-2024,09-07-2024
4676,Rajasthan,Chauhtan,2908692,ramsar maahi two,3605920,85000,5785,418,29324,49473,08-07-2024,08-07-2024
4677,Rajasthan,Chauhtan,3110658,RAMSAR b,3605876,85000,5785,435,30573,48207,08-07-2024,08-07-2024
4678,Rajasthan,Chauhtan,3111201,RAMSAR b,3605843,85000,5785,435,30573,48207,08-07-2024,08-07-2024
4679,Rajasthan,Chauhtan,3293716,RAMSAR b,3605844,85000,5785,435,30573,48207,08-07-2024,08-07-2024
4680,Rajasthan,Chauhtan,3624179,surte ki dhani super star,3598542,60000,4316,0,0,55684,08-07-2024,08-07-2024
4681,Rajasthan,Chauhtan,3628000,ramdev  road Chohtan Rp,3605495,60000,4316,0,0,55684,08-07-2024,09-07-2024
4682,Rajasthan,Chauhtan,3628870,Dhanaoo gaw DSB,3604146,60000,4316,0,0,55684,08-07-2024,08-07-2024
4683,Rajasthan,Chauhtan,4493132,jakharo ka tala Dhanau,3605190,60000,4316,0,0,55684,08-07-2024,08-07-2024
4684,Rajasthan,Chauhtan,4572942,Saiyad ka tala PM,3595727,60000,4316,0,0,55684,08-07-2024,08-07-2024
4685,Rajasthan,Chauhtan,4579820,surte ki dhani super star,3598540,60000,4316,0,0,55684,08-07-2024,09-07-2024
4686,Rajasthan,Chauhtan,4585280,surte ki dhani super star,3601079,60000,4316,0,0,55684,08-07-2024,08-07-2024
4687,Rajasthan,Chauhtan,4585882,Sauwon ka Tala Netrad,3604004,60000,4316,0,0,55684,08-07-2024,09-07-2024
4688,Rajasthan,Chauhtan,4587105,Saiyad ka tala PM,3602786,50000,3797,0,0,46203,08-07-2024,08-07-2024
4689,Rajasthan,Chauhtan,4587748,BOOTH RATHORAN KIRANA MS,3602889,50000,3797,0,0,46203,08-07-2024,08-07-2024
4690,Rajasthan,Chauhtan,4587866,BOOTH RATHORAN KIRANA MS,3602890,50000,3797,0,0,46203,08-07-2024,08-07-2024
4691,Rajasthan,Chauhtan,4589615,rabasar barmer t,3603916,60000,4316,0,0,55684,08-07-2024,08-07-2024
4692,Rajasthan,Chauhtan,4589759,rabasar barmer t,3603914,50000,2341,0,0,47659,08-07-2024,08-07-2024
4693,Rajasthan,Chauhtan,4592485,Shriramwala Dhanau DSB,3604147,60000,4316,0,0,55684,08-07-2024,08-07-2024
4694,Rajasthan,Chauhtan,4592644,BOOTH RATHORAN KIRANA MS,3604120,50000,3797,0,0,46203,08-07-2024,08-07-2024
4695,Rajasthan,Chauhtan,4592751,Shriramwala Dhanau DSB,3604148,50000,2341,0,0,47659,08-07-2024,08-07-2024
4696,Rajasthan,Chauhtan,4592820,Shriramwala Dhanau DSB,3604149,60000,4316,0,0,55684,08-07-2024,08-07-2024
4697,Rajasthan,Chauhtan,4592934,Dhanaoo gaw DSB,3604145,50000,3797,0,0,46203,08-07-2024,08-07-2024
4698,Rajasthan,Chauhtan,4594538,jakharo ka tala Dhanau,3605189,40000,3278,0,0,36722,08-07-2024,08-07-2024
4699,Madhya Pradesh,chhatarpur,2682546,gangayach C,3606533,65000,4707,14,19672,40607,08-07-2024,08-07-2024
4700,Madhya Pradesh,chhatarpur,3148757,Chhapar Himmatpura,3606530,85000,5785,30,21059,58126,08-07-2024,08-07-2024
4701,Madhya Pradesh,chhatarpur,4597169,Khandevra,3606364,40000,3278,0,0,36722,08-07-2024,08-07-2024
4702,Madhya Pradesh,chhatarpur,4597233,Khandevra,3606366,40000,3278,0,0,36722,08-07-2024,08-07-2024
4703,Odisha,Chhendipada,4573259,BAGADIA A,3604618,50000,3797,0,0,46203,08-07-2024,08-07-2024
4704,Odisha,Chhendipada,4590014,BAGADIA A,3604619,50000,3797,0,0,46203,08-07-2024,08-07-2024
4705,Odisha,Chhendipada,4593208,chhalak karlaga,3604862,40000,3278,0,0,36722,08-07-2024,08-07-2024
4706,Rajasthan,Chittorgarh,2204522,Thersta KL,3603253,100000,6594,12,8124,85270,08-07-2024,08-07-2024
4707,Gujarat,Dahod,1864944,Agalu Faliyu desla KK,3605626,85000,3394,59,2953,78594,08-07-2024,08-07-2024
4708,Gujarat,Dahod,2648149,Tanthadi faliyu moti kharaj,3606615,85000,5785,14,19823,59378,08-07-2024,08-07-2024
4709,Gujarat,Dahod,2890264,Kakadbari Sejawad nad Faliya,3606426,85000,5785,521,29268,49426,08-07-2024,08-07-2024
4710,Gujarat,Dahod,2890419,Kakadbari Sejawad nad Faliya,3606427,85000,5785,521,29268,49426,08-07-2024,08-07-2024
4711,Gujarat,Dahod,4408709,Shakanali Faliyu kaligam Vk,3600539,60000,4316,0,0,55684,08-07-2024,09-07-2024
4712,Gujarat,Dahod,4594426,Patel faliyu devdha SM,3604787,60000,4316,0,0,55684,08-07-2024,08-07-2024
4713,Gujarat,Dahod,4594651,Dindor faliyu Uchavaniya CCC,3604917,60000,4316,0,0,55684,08-07-2024,08-07-2024
4714,Gujarat,Dahod,4594732,Dindor faliyu Uchavaniya CCC,3604915,60000,4316,0,0,55684,08-07-2024,08-07-2024
4715,Gujarat,Dahod,4595775,Kalara faliyu Bhambhori CCC,3605050,60000,4316,0,0,55684,08-07-2024,08-07-2024
4716,Rajasthan,Deoli,2607006,Sendiyawas,3606488,85000,5785,0,17271,61944,08-07-2024,09-07-2024
4717,Gujarat,Devgarhbaria,1380305,Mendra Maliyu faliyu A to Z,3605551,85000,5785,107,49871,29237,08-07-2024,08-07-2024
4718,Gujarat,Devgarhbaria,4555170,Dangariy Bakor faliyu JJJ,3591574,60000,4316,0,0,55684,08-07-2024,09-07-2024
4719,Gujarat,Devgarhbaria,4596421,Dangariy Bakor faliyu JJJ,3605498,60000,4316,0,0,55684,08-07-2024,09-07-2024
4720,Gujarat,Devgarhbaria,4596571,Udhavala  Mota Faliyu AAAA,3605553,50000,3797,0,0,46203,08-07-2024,09-07-2024
4721,Uttar Pradesh,Dhampur,4593798,Chak Gordhan,3604664,40000,3278,0,0,36722,08-07-2024,08-07-2024
4722,Uttar Pradesh,Dhampur,4593864,Chak Gordhan,3604665,40000,3278,0,0,36722,08-07-2024,08-07-2024
4723,Uttar Pradesh,Dhampur,4594018,Chak Gordhan,3604667,40000,3278,0,0,36722,08-07-2024,08-07-2024
4724,Gujarat,Dhanpur,2746071,Patel Faliyu Moti Malu ps,3606365,65000,4707,0,22954,37339,08-07-2024,08-07-2024
4725,Gujarat,Dhanpur,2746306,Patel Faliyu Moti Malu ps,3606397,65000,4707,0,22954,37339,08-07-2024,08-07-2024
4726,Gujarat,Dhanpur,4025021,Dhanpur Bor Faliyu AA,3605038,60000,4316,0,0,55684,08-07-2024,08-07-2024
4727,Haryana,Dharuhera,4515305,Bairawas kotkashim,3606216,60000,4316,0,0,55684,08-07-2024,09-07-2024
4728,Haryana,Dharuhera,4597340,Bairawas kotkashim,3606221,60000,4316,0,0,55684,08-07-2024,09-07-2024
4729,Gujarat,Dholka,1472558,Rupavati NNN,3606635,100000,6594,0,27293,66113,08-07-2024,08-07-2024
4730,Gujarat,Dholka,2941956,Bapasitaram dholka,3606440,85000,5785,570,28588,50057,08-07-2024,08-07-2024
4731,Gujarat,Dholka,3039358,Bapasitaram dholka,3606517,85000,5785,624,31293,47298,08-07-2024,08-07-2024
4732,Rajasthan,Didwana,2136301,shahpura AR,3606414,85000,5785,843,51413,26959,08-07-2024,09-07-2024
4733,Rajasthan,Didwana,4570695,Sagoo kalan B L,3606191,60000,2689,0,0,57311,08-07-2024,08-07-2024
4734,Odisha,Digapahandi,4574704,Gadagobindapur A,3601088,50000,3797,0,0,46203,08-07-2024,08-07-2024
4735,Odisha,Digapahandi,4580558,Gadagobindapur A,3601089,50000,3797,0,0,46203,08-07-2024,08-07-2024
4736,Odisha,Digapahandi,4583824,Gadagobindapur A,3601090,50000,3797,0,0,46203,08-07-2024,08-07-2024
4737,Rajasthan,Falna,1267568,Hanuman Mandir ke pas Rani,3605750,75000,5245,880,45766,23109,08-07-2024,08-07-2024
4738,Rajasthan,Falna,2932215,Chanchodi Village VK,3605884,85000,5785,492,28757,49966,08-07-2024,08-07-2024
4739,Rajasthan,Falna,4592258,Chanchodi Village VK,3603927,60000,4316,0,0,55684,08-07-2024,08-07-2024
4740,Gujarat,Fatepura,791862,Bhutkedi faliyu salra,3606370,100000,6594,20,27771,65615,08-07-2024,09-07-2024
4741,Gujarat,Fatepura,879639,Pargi Faliyu Dungar,3605618,85000,5785,59,27487,51669,08-07-2024,08-07-2024
4742,Gujarat,Fatepura,1113196,Karmel daida faliyu bm,3604398,60000,4316,0,0,55684,08-07-2024,08-07-2024
4743,Gujarat,Fatepura,1130266,talgam faliyu madhava A,3606479,85000,5785,0,40782,38433,08-07-2024,08-07-2024
4744,Gujarat,Fatepura,3286191,Vachalu  Faliyu Bariyani Hathod SB,3599850,85000,5785,725,36369,42121,08-07-2024,08-07-2024
4745,Gujarat,Fatepura,4469693,FATEGADI VANGAD,3605268,60000,4316,0,0,55684,08-07-2024,09-07-2024
4746,Uttar Pradesh,Firozabad,4556977,Gaunchh Sarkari school ke pass,3590995,50000,3797,0,0,46203,08-07-2024,08-07-2024
4747,Uttar Pradesh,Firozabad,4575095,Gaunchh Sarkari school ke pass,3597979,40000,3278,0,0,36722,08-07-2024,08-07-2024
4748,Uttar Pradesh,Firozabad,4579232,Sikandarpur mandir ke paas,3606394,40000,3278,0,0,36722,08-07-2024,08-07-2024
4749,Uttar Pradesh,Firozabad,4591571,Sikandarpur mandir ke paas,3606395,40000,3278,0,0,36722,08-07-2024,08-07-2024
4750,Uttar Pradesh,Firozabad,4597833,Gaunchh Sarkari school ke pass,3605754,40000,3278,0,0,36722,08-07-2024,08-07-2024
4751,Uttar Pradesh,Firozabad,4598848,Sikandarpur mandir ke paas,3606396,50000,3797,0,0,46203,08-07-2024,08-07-2024
4752,Gujarat,Gadhada,2804579,Ugamedi DG,3605615,75000,5245,400,21568,47787,08-07-2024,08-07-2024
4753,Rajasthan,Gangartalai,1892042,Falwa Rod chikli Badra ss,3483206,85000,5785,0,0,79215,08-07-2024,09-07-2024
4754,Rajasthan,Gangartalai,2117068,Ambepura Moti Timbi RJ,3606236,65000,4707,13,9370,50910,08-07-2024,08-07-2024
4755,Rajasthan,Gangartalai,4481745,AAMBADARA AA,3602357,60000,4316,0,0,55684,08-07-2024,08-07-2024
4756,Gujarat,Ghoghamba,4586216,mandir faliyu Boriya,3603941,60000,4316,0,0,55684,08-07-2024,08-07-2024
4757,Jharkhand,Giridih,4591024,kurhobindo A,3604543,45000,3537,0,0,41463,08-07-2024,09-07-2024
4758,Jharkhand,Giridih,4593639,kurhobindo A,3604545,45000,3537,0,0,41463,08-07-2024,08-07-2024
4759,Jharkhand,Giridih,4593822,kurhobindo A,3604546,40000,3278,0,0,36722,08-07-2024,08-07-2024
4760,Gujarat,Godhra,2168392,Mirap Vada Faliyu AAA,3606289,100000,6594,0,8582,84824,08-07-2024,08-07-2024
4761,Rajasthan,GudaMalani,2467070,aalmsariya khurd Ap,3604176,85000,5785,38,17790,61387,08-07-2024,09-07-2024
4762,Rajasthan,GudaMalani,2551785,meghwalo ki dhani loharwa,3606561,85000,5785,305,20409,58501,08-07-2024,08-07-2024
4763,Madhya Pradesh,GUNA,1142810,RUTHIYAI BERKHEDI B,3605970,60000,4316,0,0,55684,08-07-2024,08-07-2024
4764,Madhya Pradesh,GUNA,2346755,Goud Baba Gali A,3606268,75000,5245,264,17648,51843,08-07-2024,08-07-2024
4765,Madhya Pradesh,GUNA,3177108,NARAYANPURA C,3606424,85000,5785,451,27517,51247,08-07-2024,08-07-2024
4766,Madhya Pradesh,GUNA,4590459,MATAPURA CANTT SR,3604209,40000,3278,0,0,36722,08-07-2024,08-07-2024
4767,Madhya Pradesh,GUNA,4594210,Piproda Khurd NM,3604963,40000,3278,0,0,36722,08-07-2024,08-07-2024
4768,Madhya Pradesh,GUNA,4594638,Piproda Khurd NM,3604966,40000,3278,0,0,36722,08-07-2024,08-07-2024
4769,Madhya Pradesh,GUNA,4594691,Piproda Khurd NM,3604967,40000,3278,0,0,36722,08-07-2024,08-07-2024
4770,Madhya Pradesh,GUNA,4596771,RUTHIYAI BERKHEDI B,3605971,50000,3797,0,0,46203,08-07-2024,08-07-2024
4771,Gujarat,Halol,4590806,Nishalfaliyu Paruna,3603283,60000,4316,0,0,55684,08-07-2024,08-07-2024
4772,Rajasthan,Hanumangarh,1941510,Ramsara Narayan ks,3606308,100000,6594,1,2093,91312,08-07-2024,08-07-2024
4773,Rajasthan,Hanumangarh,2871836,Bacher AB,3605643,85000,5785,37,26246,52932,08-07-2024,08-07-2024
4774,Rajasthan,Hanumangarh,4578329,SALEMGARH MASANI NEAR GURUDVRA,3598028,60000,4316,0,0,55684,08-07-2024,08-07-2024
4775,Rajasthan,Hanumangarh,4591540,LILAWALI NEAR SBI BANK,3604072,36000,3069,0,0,32931,08-07-2024,08-07-2024
4776,Rajasthan,Hanumangarh,4596938,amargarh new A to Z,3606200,60000,4316,0,0,55684,08-07-2024,08-07-2024
4777,Rajasthan,Hanumangarh,4596987,amargarh new A to Z,3606199,50000,3797,0,0,46203,08-07-2024,08-07-2024
4778,Haryana,HISAR,2046345,Chikanwas A,3603692,100000,6594,13,5973,87420,08-07-2024,08-07-2024
4779,Haryana,HISAR,2103014,Meengni Khera Mandir,3602863,75000,5245,149,8360,61246,08-07-2024,08-07-2024
4780,Gujarat,Idar,2513763,Rampuri mahakali ABC,3606526,85000,5785,256,17107,61852,08-07-2024,09-07-2024
4781,Gujarat,Idar,3051871,Nayak vadi Abc,3606254,85000,5785,630,31571,47014,08-07-2024,08-07-2024
4782,Gujarat,Idar,4594542,Vansdol darbarvas,3604597,60000,4316,0,0,55684,08-07-2024,09-07-2024
4783,Madhya Pradesh,Indore,2320349,shiv darshan nagar musakhedi,3606417,85000,5785,0,14663,64552,08-07-2024,08-07-2024
4784,Madhya Pradesh,Indore,3138574,soni ji jlg rukmani nagar,3606493,75000,5245,0,30481,39274,08-07-2024,08-07-2024
4785,Uttar Pradesh,Jalesar,4191933,gowaliyara AVV,3605574,50000,3797,0,0,46203,08-07-2024,08-07-2024
4786,Uttar Pradesh,Jalesar,4192677,gowaliyara AVV,3605575,50000,2341,0,0,47659,08-07-2024,08-07-2024
4787,Uttar Pradesh,Jalesar,4578549,gowaliyara AVV,3605576,40000,3278,0,0,36722,08-07-2024,09-07-2024
4788,Uttar Pradesh,Jalesar,4578748,gowaliyara AVV,3606356,40000,3278,0,0,36722,08-07-2024,08-07-2024
4789,Uttar Pradesh,Jalesar,4599361,gowaliyara AVV,3606466,50000,3797,0,0,46203,08-07-2024,08-07-2024
4790,Gujarat,Jamnagar,2856423,MajothiNagar C,3606685,85000,3394,45,31365,50196,08-07-2024,08-07-2024
4791,Madhya Pradesh,Jaora,4594270,HARIYAKHEDA M,3606031,60000,4316,0,0,55684,08-07-2024,08-07-2024
4792,Gujarat,Jasdan,4592453,Mota Devaliya JSS,3605145,60000,4316,0,0,55684,08-07-2024,08-07-2024
4793,Gujarat,Jasdan,4596034,Mota Devaliya JSS,3605146,60000,4316,0,0,55684,08-07-2024,08-07-2024
4794,Uttarakhand,Jhabrera,4554598,kharkhari dayala three,3603873,50000,3797,0,0,46203,08-07-2024,08-07-2024
4795,Uttarakhand,Jhabrera,4555001,kharkhari dayala three,3603874,50000,3797,0,0,46203,08-07-2024,08-07-2024
4796,Uttarakhand,Jhabrera,4591097,khanampur kasauli,3603943,50000,3797,0,0,46203,08-07-2024,09-07-2024
4797,Uttarakhand,Jhabrera,4591550,khanampur kasauli,3603944,50000,3797,0,0,46203,08-07-2024,09-07-2024
4798,Uttarakhand,Jhabrera,4592749,kharkhari dayala three,3603875,40000,3278,0,0,36722,08-07-2024,08-07-2024
4799,Uttarakhand,Jhabrera,4598650,khanampur kasauli,3606319,50000,3797,0,0,46203,08-07-2024,08-07-2024
4800,Madhya Pradesh,Jhabua,3248608,kakradara Tadavi faliya A,3606607,85000,5785,716,35892,42607,08-07-2024,08-07-2024
4801,Haryana,JHAJJAR,3191213,patsani monika,3604456,85000,5785,0,33036,46179,08-07-2024,08-07-2024
4802,Haryana,JHAJJAR,3191271,patsani monika,3604457,85000,5785,0,33036,46179,08-07-2024,08-07-2024
4803,Haryana,JHAJJAR,3248653,guddi silana,3604458,85000,5785,603,36846,41766,08-07-2024,08-07-2024
4804,Haryana,JHAJJAR,3342876,geeta jahazgarh fz,3602229,85000,5785,637,35734,42844,08-07-2024,08-07-2024
4805,Haryana,JHAJJAR,3349936,Rajesh bhaproda,3606540,85000,5785,583,35628,43004,08-07-2024,08-07-2024
4806,Rajasthan,Jhalawar,2494763,Asanawar RRV,3605747,85000,5785,37,17356,61822,08-07-2024,08-07-2024
4807,Rajasthan,Jhunjhunu,436582,DABRI BALODA C,3603673,100000,6594,82,38395,54929,08-07-2024,08-07-2024
4808,Rajasthan,Jhunjhunu,1286047,chorari,3604141,50000,3797,0,0,46203,08-07-2024,08-07-2024
4809,Rajasthan,Jhunjhunu,3272854,teetanwar stend right,3603052,85000,5785,602,36741,41872,08-07-2024,08-07-2024
4810,Rajasthan,Jhunjhunu,3309192,Nyola kd,3606401,85000,5785,670,36160,42385,08-07-2024,09-07-2024
4811,Rajasthan,Jhunjhunu,3503769,chorari,3605814,50000,3797,0,0,46203,08-07-2024,08-07-2024
4812,Haryana,JIND,1933586,BHATNAGAR COLONY SAVITRI,3606472,85000,5785,100,6149,72966,08-07-2024,08-07-2024
4813,Haryana,Jind 2,2221834,MANDI KALAN MAMTA,3605810,85000,5785,192,9320,69703,08-07-2024,08-07-2024
4814,Madhya Pradesh,JIRAPUR,2108780,SOYAT KHURAD AA,3605607,75000,5245,11,7534,62210,08-07-2024,08-07-2024
4815,Madhya Pradesh,JIRAPUR,2741796,gothada GR,3604644,75000,5245,33,23485,46237,08-07-2024,08-07-2024
4816,Madhya Pradesh,JIRAPUR,4516347,Laxmanpura Pss,3601327,50000,3797,0,0,46203,08-07-2024,08-07-2024
4817,Madhya Pradesh,JIRAPUR,4552709,Laxmanpura Pss,3601328,50000,3797,0,0,46203,08-07-2024,08-07-2024
4818,Madhya Pradesh,JIRAPUR,4552948,Laxmanpura Pss,3601329,50000,3797,0,0,46203,08-07-2024,08-07-2024
4819,Madhya Pradesh,JIRAPUR,4591677,Laxmanpura Pss,3604026,50000,3797,0,0,46203,08-07-2024,08-07-2024
4820,Haryana,KAITHAL,1098331,Subhash Nagar KTL,3606008,85000,5785,22,31184,48009,08-07-2024,08-07-2024
4821,Haryana,KAITHAL,2248984,Amargarh Gamri Kaithal,3606547,100000,6594,8,11910,81488,08-07-2024,09-07-2024
4822,Haryana,KAITHAL,3289811,Siwan near govt hospital,3606343,85000,3394,0,33846,47760,08-07-2024,08-07-2024
4823,Haryana,KAITHAL,4595379,Hansdehar jaipal kariyana,3604835,60000,4316,0,0,55684,08-07-2024,08-07-2024
